DBN,school_name,lat,long
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",0.8211707700005,-73.881136345999
02M374,Gramercy Arts High School,0.7355194630005,-73.987604248999
17K533,School for Democracy and Leadership,0.6595170060005,-73.942546498999
26Q415,Benjamin N. Cardozo High School,0.7523924240005,-73.756083357999
31R455,Tottenville High School,0.5282287670005,-74.192153697999
25Q263,Flushing International High School,0.7604141700005,-73.818376277999
02M449,Vanguard High School,0.7654454020005,-73.960213785999
32K552,Academy of Urban Planning,0.6969618480005,-73.910815938999
06M468,High School for Health Careers and Sciences,0.8559383070005,-73.927029633999
30Q580,Baccalaureate School for Global Education,0.7551748330005,-73.926823613999
12X684,Wings Academy,0.8418052210005,-73.875417712999
22K405,Midwood High School,0.6333354940005,-73.952916063999
25Q670,Robert F. Kennedy Community High School,0.7256031610005,-73.810721146999
19K618,Academy of Innovative Technology,0.6911439620005,-73.868426056999
02M298,Pace High School,0.7164123930005,-73.992675843999
08X376,Antonia Pantoja Preparatory Academy: A College Board School,0.8223037650005,-73.855961389999
02M500,Unity Center for Urban Technologies,0.7461063750005,-73.981009666999
02M507,Urban Assembly Gateway School for Technology,0.7633617320005,-73.990509090999
27Q323,Scholars' Academy,0.5841313740005,-73.825681211999
17K408,Academy of Hospitality and Tourism,0.6494396750004,-73.958431197999
12X278,Peace and Diversity Academy,0.8252260600005,-73.893949888999
14K558,Williamsburg High School for Architecture and Design,0.7150375510005,-73.954649958999
02M288,Food and Finance High School,0.7650267080005,-73.992516577999
21K468,Kingsborough Early College School,0.5935938110005,-73.984729231999
10X225,Theatre Arts Production Company School,0.8546465990005,-73.896645552999
11X508,Bronxdale High School,0.8596983160004,-73.860741403999
11X253,Bronx High School for Writing and Communication Arts,0.8757542110005,-73.861387833999
02M316,"Urban Assembly School of Business for Young Women, the",0.7052349390005,-74.013315039999
25Q525,Townsend Harris High School,0.7344084100005,-73.821417482999
