CSD,SCHOOL CODE,SCHOOL NAME,avg_class_size,avg_largest_class,avg_smallest_class
29,Q283,Preparatory Academy for Writers: A College Board School,23.8375,26.5,21
29,Q295,P.S./I.S. 295,18,18,18
29,Q326,CAMBRIA HEIGHTS ACADEMY,22.3,23.2,21.4
29,Q492,"Mathematics, Science Research and Technology Magnet High School",23.525,28.375,17.375
29,Q494,"Law, Government and Community Service High School",28.158823529411766,31.529411764705884,24.058823529411764
29,Q496,"Business, Computer Applications & Entrepreneurship High School",31.666666666666668,34.93333333333333,27.866666666666667
29,Q498,Humanities & Arts Magnet High School,28.20769230769231,31.384615384615383,24
30,Q122,P.S. 122 Mamie Fay,26.3,27,26
30,Q126,Albert Shanker School for Visual and Performing Arts,14.2,16,12
30,Q227,I.S. 227 Louis Armstrong,14.7,18,12
30,Q230,I.S. 230,32,32,32
30,Q235,Academy for New Americans,23,34,14
30,Q286,"Young Women's Leadership School, Astoria",21.571428571428573,23,20.285714285714285
30,Q301,Academy for Careers in Television and Film,22.363636363636363,25.454545454545453,17.272727272727273
30,Q445,William Cullen Bryant High School,29.25,34.5,18.25
30,Q450,Long Island City High School,25,31.94736842105263,14.263157894736842
30,Q501,Frank Sinatra School of the Arts High School,27.88,33.53333333333333,20.533333333333335
30,Q502,Information Technology High School,26.83529411764706,31.352941176470587,19.529411764705884
30,Q555,Newcomers High School,26.976470588235294,30.823529411764707,20
30,Q575,Academy of American Studies,31.094736842105263,34.1578947368421,26.36842105263158
30,Q580,Baccalaureate School for Global Education,20.46923076923077,23.076923076923077,17.307692307692307
31,R007,I.S. 007 Elias Bernstein,34.2,34.75,32.75
31,R027,I.S. 027 Anning S. Prall,28,32,23
31,R034,I.S. 034 Tottenville,27.5,28,27
31,R047,CSI High School for International Studies,25.66875,30.0625,20.125
31,R049,I.S. 49 Berta A. Dreyfus,23,25.5,19.5
31,R061,I.S. 061 William A Morris,25.5,28,23
31,R063,Marsh Avenue School for Expeditionary Learning,11,11,11
31,R064,Gaynor McCown Expeditionary Learning School,24.35,28.5,20.25
31,R075,I.S. 075 Frank D. Paulo,29.7,30,29
31,R080,The Michael J. Petrides School,30.272222222222222,34.44444444444444,24.61111111111111
31,R440,New Dorp High School,28.2,34.55555555555556,17
31,R445,Port Richmond High School,28.07894736842105,33.10526315789474,17.736842105263158
31,R450,Curtis High School,27.311764705882354,33.88235294117647,16.176470588235293
31,R455,Tottenville High School,30.2,34.05263157894737,21.894736842105264
31,R460,Susan E. Wagner High School,29.24736842105263,34.21052631578947,18
31,R470,Concord High School,22.114285714285714,26,19.428571428571427
31,R600,Ralph R. McKee Career and Technical Education High School,28.28,31.866666666666667,22.866666666666667
31,R605,Staten Island Technical High School,29.58823529411765,33.1764705882353,21.294117647058822
32,K162,J.H.S. 162 The Willoughby,25.8,30,20
32,K377,P.S. 377 Alejandrina B. De Gautier,31,32,30
32,K383,J.H.S. 383 Philippa Schuyler,26.733333333333334,30.333333333333332,24.833333333333332
32,K403,Academy for Environmental Leadership,22.40625,26.875,18.4375
32,K545,EBC High School for Public Service–Bushwick,22.958823529411767,28.529411764705884,16.294117647058822
32,K549,Bushwick School for Social Justice,22.76,25.866666666666667,19.866666666666667
32,K552,Academy of Urban Planning,23.9,28,19.9375
32,K554,All City Leadership Secondary School,17.79375,21.625,14.75
32,K556,Bushwick Leaders High School for Academic Excellence,25.06,30,18.333333333333332
32,K564,Bushwick Community High School,24.964285714285715,28.571428571428573,20.071428571428573
